name,calories,carbohydrate,total_fat,protein,cluster,day
"Squash, with salt, mashed, boiled, cooked, hubbard, winter",30.0,6.46,0.4,1.48,0,Tuesday
"Margarine-like, tub, fat-free, vegetable oil spread",44.0,4.34,3.0,0.1,0,Tuesday
"CARRABBA'S ITALIAN GRILL, cheese ravioli with marinara sauce",156.0,17.62,6.0,7.96,0,Tuesday
"Macaroni and cheese, prepared with 2% milk and 80% stick margarine from dry mix, dry mix",190.0,23.93,8.3,4.89,0,Tuesday
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, outside skirt steak, plate",255.0,0.0,17.0,23.51,1,Tuesday
"Beans, without salt, boiled, cooked, mature seeds, french",129.0,24.02,0.8,7.05,0,Tuesday
"Candies, SNICKERS Bar, MARS SNACKFOOD US",491.0,61.51,24.0,7.53,2,Tuesday
"ARCHWAY Home Style Cookies, Strawberry Filled",400.0,65.92,13.0,4.35,1,Tuesday
"Ostrich, raw, inside strip",127.0,0.0,2.9,23.69,0,Tuesday
"CAMPBELL'S, condensed, Tomato Soup",71.0,15.22,0.4,1.46,0,Tuesday
"Babyfood, vegetable, crackers",477.0,66.85,20.0,8.4,2,Tuesday
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",166.0,0.0,4.3,29.94,0,Tuesday
"Peanuts, with salt, oil-roasted, virginia",578.0,19.86,49.0,25.87,2,Tuesday
"Cheese, with fruit, creamed, cottage",97.0,4.61,3.9,10.69,0,Tuesday
"LOMA LINDA Vege-Burger, unprepared, canned",114.0,3.7,1.2,22.2,0,Tuesday
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, top round steak, round",162.0,0.0,3.8,30.09,0,Tuesday
"Oil, contains added sliced flaxseed, flaxseed",878.0,0.39,99.0,0.37,2,Tuesday
"Snacks, cheese-flavor, potato chips",496.0,57.7,27.0,8.5,2,Tuesday
"Bread, unenriched (includes corn muffin mix), dry mix, cornbread",418.0,69.5,12.0,7.0,1,Tuesday
"Kale, with salt, drained, boiled, cooked, frozen",30.0,5.23,0.5,2.84,0,Tuesday
"Cheese, grated, parmesan",420.0,13.91,28.0,28.42,1,Tuesday
"Ice creams, no sugar added, light, vanilla",169.0,21.42,7.5,3.97,0,Tuesday
"SUBWAY, lettuce and tomato, B.L.T. sub on white bread with bacon",205.0,26.66,6.4,10.06,1,Tuesday
"Beef, raw, brisket, corned beef, cured",198.0,0.14,15.0,14.68,0,Tuesday
"Beef, pan-fried, cooked, brain, variety meats and by-products",196.0,0.0,16.0,12.57,0,Tuesday
"Formulated bar, Chocolate Almond Snack Bar, COCOAVIA, MARS SNACKFOOD US",347.0,51.68,14.0,7.72,1,Tuesday
"Cream, pressurized, cream topping, whipped",257.0,12.49,22.0,3.2,1,Tuesday
"Fruit juice smoothie, ORIGINAL SUPERFOOD, ODWALLA",50.0,11.51,0.4,0.63,0,Tuesday
"Spices, pumpkin pie spice",342.0,69.28,13.0,5.76,1,Tuesday
"Cake, cherry fudge with chocolate frosting",264.0,38.0,13.0,2.4,1,Tuesday
"USDA Commodity, canned, pork",196.0,0.59,13.0,19.4,0,Tuesday
"Pan Dulce, contains wheat flour and rice flour, cookie-like, Salpora de Arroz con Azucar, LA RICURA",445.0,66.28,16.0,8.81,2,Tuesday
"CAMPBELL'S Low Sodium Soups, Chicken Broth",10.0,0.34,0.3,1.01,0,Tuesday
"Turnip greens, with salt, drained, boiled, cooked",20.0,4.36,0.2,1.14,0,Tuesday
"McDONALD'S, Vanilla Reduced Fat Ice Cream Cone",162.0,26.36,4.9,4.24,0,Tuesday
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean only, roast, eye of round, round",169.0,0.0,4.7,29.73,0,Tuesday
"KASHI Spinach Artichoke Pasta, unprepared, frozen",103.0,15.1,3.4,5.0,0,Wednesday
"Beverages, EVIAN, non-carbonated, bottled, water",0.001,0.0,0.0,0.0,0,Wednesday
"DENNY'S, coleslaw",183.0,10.88,15.0,0.97,0,Wednesday
"Formulated bar, all flavors, SNICKERS MARATHON Energy Bar, MARS SNACKFOOD US",386.0,50.3,11.0,21.91,1,Wednesday
"Bamboo shoots, raw",27.0,5.2,0.3,2.6,0,Wednesday
"Cake, prepared from recipe, biscuit-type, shortcake",346.0,48.5,14.0,6.1,1,Wednesday
"Popovers, unenriched, dry mix",371.0,71.0,4.3,10.4,1,Wednesday
"Rambutan, syrup pack, canned",82.0,20.87,0.2,0.65,0,Wednesday
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean only, blade, shoulder, domestic",211.0,0.0,11.0,25.48,1,Wednesday
"Beverages, high caffeine, limeade, carbonated",18.0,4.16,0.1,0.0,0,Wednesday
"Beef, pan-broiled, cooked, patty, 95% lean meat / 5% fat, ground",164.0,0.0,5.9,25.8,0,Wednesday
"KEEBLER, soft, Chocolate Chip Cookie, BAKER'S TREASURES",437.0,69.9,16.0,5.3,2,Wednesday
"Fish, dry heat, cooked, fresh, skipjack, tuna",132.0,0.0,1.3,28.21,0,Wednesday
"Cheesefurter, beef, pork, cheese smokie",328.0,1.51,29.0,14.1,1,Wednesday
"Whey, dried, acid",339.0,73.45,0.5,11.73,1,Wednesday
"Whale, raw (Alaska Native), flipper, beluga",271.0,0.0,22.0,19.0,1,Wednesday
"Babyfood, pear, juice",47.0,11.86,0.0,0.0,0,Wednesday
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",195.0,0.0,13.0,20.06,0,Wednesday
"Soup, dry, chicken broth cubes",198.0,23.5,4.7,14.6,0,Wednesday
"Candies, M&M's Peanut Butter Chocolate Candies, MARS SNACKFOOD US",529.0,56.89,29.0,10.16,2,Wednesday
"Rolls, reduced-calorie, hamburger or hotdog",196.0,42.1,2.0,8.3,0,Wednesday
"Candies, KRACKEL Chocolate Bar",512.0,63.96,27.0,6.62,2,Wednesday
"Salad dressing, low calorie, caesar",110.0,18.6,4.4,0.3,0,Wednesday
"Turkey, roasted, meat only, from whole bird, drumstick",139.0,0.0,2.1,30.13,0,Wednesday
"Beef, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean only, full cut, round",191.0,0.0,7.3,29.21,0,Wednesday
"Crustaceans, raw, alaska king, crab",84.0,0.0,0.6,18.29,0,Wednesday
"Chicken, original seasoning, rotisserie, cooked, meat and skin, thigh, broilers or fryers",233.0,0.02,16.0,22.93,1,Wednesday
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, boneless, bottom, leg, fresh, imported, Australian",219.0,0.0,12.0,27.54,1,Wednesday
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, large end (ribs 6-9), rib",372.0,0.0,30.0,22.8,1,Wednesday
"Snacks, onion-flavor, extruded, corn-based",499.0,65.1,23.0,7.7,2,Wednesday
"Soup, single brand, ready-to-serve, chunky, chicken mushroom chowder",80.0,7.1,4.4,3.0,0,Wednesday
"Shortening, soybean (partially hydrogenated)-cottonseed (partially hydrogenated), household",884.0,0.0,100.0,0.0,2,Wednesday
"Balsam-pear (bitter gourd), without salt, drained, boiled, cooked, pods",19.0,4.32,0.2,0.84,0,Wednesday
"Soup, dry, beef flavor, ramen noodle",441.0,60.34,18.0,10.06,2,Wednesday
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",124.0,0.0,3.4,23.35,0,Wednesday
"Cake, prepared from recipe without frosting, yellow",361.0,53.0,15.0,5.3,1,Wednesday
"Cream substitute, powdered",529.0,59.29,33.0,2.48,2,Wednesday
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, under blade pot roast or steak, chuck",187.0,0.0,12.0,19.2,0,Wednesday
"Mollusks, drained solids, canned, mixed species, clam",142.0,5.9,1.6,24.25,0,Wednesday
"Peanut butter, without salt, chunk style",589.0,21.57,50.0,24.06,2,Wednesday
"Pork, raw, backfat, fresh",812.0,0.0,89.0,2.92,2,Wednesday
"Beef, fast roasted, cooked, separable lean and fat, cube roll, imported, New Zealand",286.0,0.03,19.0,27.79,1,Wednesday
Buckwheat,343.0,71.5,3.4,13.25,1,Wednesday
"Salad dressing, soybean without cholesterol, imitation, mayonnaise",482.0,15.8,48.0,0.1,2,Wednesday
"Oil, (approx. 65%), linoleic, sunflower",884.0,0.0,100.0,0.0,2,Wednesday
"Cereals ready-to-eat, Waffle Crisp, Post",390.0,83.0,5.0,6.6,1,Wednesday
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",278.0,0.0,19.0,24.42,1,Wednesday
"Cereals, without salt, cooked with water, enriched, farina",53.0,10.92,0.3,1.82,0,Wednesday
"Kohlrabi, raw",27.0,6.2,0.1,1.7,0,Wednesday
"Pork, roasted, cooked, separable lean and fat, bone-in, blade (roasts), loin, fresh",254.0,0.0,17.0,24.29,1,Wednesday
"Pork, roasted, cooked, separable lean only, bone-in, center loin (roasts), loin, fresh",194.0,0.0,8.0,28.58,0,Wednesday
"Beans, raw, mature seeds, royal red, kidney",329.0,58.33,0.5,25.33,1,Wednesday
"Cardoon, with salt, drained, boiled, cooked",20.0,4.74,0.1,0.76,0,Wednesday
"Doughnuts, with jelly filling, yeast-leavened",340.0,39.0,19.0,5.9,1,Wednesday
"Beans, with salt, boiled, cooked, mature seeds, red, kidney",127.0,22.8,0.5,8.67,0,Wednesday
"Oil, salad or cooking, soybean",884.0,0.0,100.0,0.0,2,Wednesday
"Beans, solids and liquids, seasoned, all styles, canned, snap",16.0,3.49,0.2,0.83,0,Wednesday
"Gravy, dry, turkey",367.0,65.12,7.2,10.42,1,Wednesday
"Keikitos (muffins), Latino bakery item",467.0,53.16,25.0,6.81,2,Wednesday
"Nuts, with salt added, with peanuts, oil roasted, mixed nuts",607.0,21.05,54.0,20.04,2,Wednesday
"CAMPBELL'S Soup on the Go, Cheesy Potato with Bacon Flavor Soup",43.0,5.25,2.0,0.66,0,Wednesday
"Babyfood, strained, guava and papaya with tapioca, fruit",63.0,17.0,0.1,0.2,0,Wednesday
"Soup, dry, cubed, beef broth",170.0,16.1,4.0,17.3,0,Wednesday
"Babyfood, strained, applesauce and apricots, fruit",44.0,11.64,0.2,0.2,0,Wednesday
"Beef, simmered, cooked, choice, trimmed to 1/4"" fat, separable lean only, shank crosscuts",201.0,0.0,6.4,33.68,0,Wednesday
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, fresh, imported, Australian",262.0,0.0,21.0,16.48,1,Wednesday
"Fast Food, thick crust, cheese topping, 14"" pizza, Pizza Chain",271.0,33.17,11.0,10.81,1,Wednesday
"Peas, drained solids, no salt added, canned, green",69.0,12.58,0.4,4.42,0,Wednesday
"USDA Commodity, raw, frozen, beef patties with VPP",225.0,3.84,16.0,15.21,1,Wednesday
"SUNSHINE, Cheddar Jack Crackers, CHEEZ-IT",460.0,57.6,22.0,9.5,2,Wednesday
"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)",884.0,0.0,100.0,0.0,2,Wednesday
"Beef, raw, separable lean only, boneless, top sirloin cap-off steak/roast, loin, grass-fed, imported, Australian",122.0,0.0,3.9,21.9,0,Wednesday
"Lamb, raw, separable lean only, neck chops, imported, New Zealand",151.0,0.0,8.0,19.84,0,Wednesday
"Soup, ready-to-serve, canned, new england, clam chowder",79.0,8.28,3.9,2.61,0,Wednesday
"Beans, raw, mature seeds, small white",336.0,62.25,1.2,21.11,1,Wednesday
"Cheese, sliced, sharp, cheddar",410.0,2.13,34.0,24.25,1,Wednesday
"Syrups, high-fructose, corn",281.0,76.0,0.0,0.0,1,Wednesday
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, bone-in, back ribs, rib",287.0,0.0,19.0,29.28,1,Wednesday
"Beans, drained solids, canned, mature seeds, red, kidney",124.0,21.49,1.1,7.98,0,Wednesday
"Soup, ready-to-serve, chunky, canned, minestrone",53.0,8.64,1.2,2.13,0,Wednesday
"Sandwich spread, beef, pork",235.0,11.94,17.0,7.66,1,Wednesday
"Corn flour, enriched, masa, yellow",363.0,76.59,3.7,8.46,1,Wednesday
"Watercress, raw",11.0,1.29,0.1,2.3,0,Wednesday
"Goat, raw",109.0,0.0,2.3,20.6,0,Wednesday
"PIZZA HUT 12"" Pepperoni Pizza, Hand-Tossed Crust",280.0,31.55,11.0,12.86,1,Wednesday
"Pork, roasted, separable lean and fat, blade roll, shoulder, cured",287.0,0.37,23.0,17.28,1,Wednesday
"Infant formula, prepared from powder,NEXT STEP PROSOBEE, MEAD JOHNSON",67.0,8.08,2.9,2.14,0,Wednesday
"Frozen yogurts, flavors other than chocolate",127.0,21.6,3.6,3.0,0,Wednesday
"Bread, toasted, (includes gluten), protein",270.0,48.1,2.4,13.2,1,Wednesday
"Salad dressing, home recipe, oil, cottonseed, french",631.0,3.4,70.0,0.1,2,Wednesday
"Pie, commercially prepared, cherry",260.0,39.8,11.0,2.0,1,Wednesday
"Shortening, pourable liquid fry shortening, soy (partially hydrogenated), industrial",884.0,0.0,100.0,0.0,2,Wednesday
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round",159.0,0.0,7.6,21.3,0,Wednesday
"Cheese, without added vitamin D, American, pasteurized process",371.0,3.7,32.0,18.13,1,Wednesday
"Cookies, special dietary, commercially prepared, oatmeal",449.0,69.9,18.0,4.8,2,Wednesday
"Pickles, low sodium, sour, cucumber",11.0,2.26,0.2,0.33,0,Wednesday
"Cherries, solids and liquids, water pack, canned, sweet",46.0,11.76,0.1,0.77,0,Wednesday
"Babyfood, apple and peach, juice",43.0,10.5,0.1,0.2,0,Wednesday
"Pineapple, solids and liquids, water pack, canned",32.0,8.3,0.1,0.43,0,Wednesday
"Lamb, raw, separable lean only, loin saddle, imported, New Zealand",131.0,0.0,5.3,20.86,0,Wednesday
"Pheasant, meat and skin, raw",181.0,0.0,9.3,22.7,0,Wednesday
"Soup, reduced sodium, condensed, canned, cream of chicken",58.0,9.5,1.3,1.8,0,Wednesday
"Fast foods, with condiments, single patty, large, hamburger",256.0,22.14,12.0,15.68,1,Wednesday
"Sauce, ready-to-serve, basil pesto, NAPA VALLEY BISTRO, MEZZETTA, pesto",496.0,5.12,50.0,6.69,2,Wednesday
"Fish, dry heat, cooked, wild, coho, salmon",139.0,0.0,4.3,23.45,0,Wednesday
"Beverages, fortified with vitamin E and C, Lemonade fruit juice drink light",21.0,5.0,0.0,0.0,0,Wednesday
"Cereals, without salt, microwaved, cooked with water, 2 1/2 minute cook time, CREAM OF WHEAT",52.0,10.1,0.4,1.88,0,Wednesday
"Cereals ready-to-eat, FRANKENBERRY, GENERAL MILLS",386.0,85.4,4.3,5.5,1,Wednesday
"Sweet potato, without salt, baked, cooked, frozen",100.0,23.4,0.1,1.71,0,Wednesday
"Candies, candy bar, soft nougats, peanut butter, milk chocolate, REESE's Fast Break",495.0,63.9,23.0,8.93,2,Wednesday
"Cereals ready-to-eat, FIBER 7 Flakes, HEALTH VALLEY",353.0,78.15,1.4,14.44,1,Wednesday
"KEEBLER, Chocolate Graham Cookies, Mint Creme Middles, FUDGE SHOPPE",516.0,65.4,27.0,4.3,2,Wednesday
"Bagels, toasted, with calcium propionate (includes onion, poppy, sesame), enriched, plain",287.0,57.39,1.4,11.14,1,Wednesday
"Bacon bits, meatless",476.0,28.6,26.0,32.0,2,Wednesday
"Lemon juice, raw",22.0,6.9,0.2,0.35,0,Wednesday
"PEPPERIDGE FARM, Cinnamon Swirl Bread",300.0,52.9,5.0,0.01,1,Wednesday
"Sauce, ready-to-serve, verde, salsa",38.0,6.36,0.9,1.13,0,Wednesday
"Pork, unheated, separable lean only, boneless, whole, ham and water product, cured",116.0,4.22,4.9,14.07,0,Wednesday
"Salad dressing, fat-free, caesar",131.0,30.73,0.2,1.47,0,Wednesday
"Onions, raw, welsh",34.0,6.5,0.4,1.9,0,Wednesday
"Snacks, peanut butter and chocolate chip, uncoated, soft, granola bars",432.0,62.2,20.0,9.8,1,Wednesday
"Sauce, ready-to-serve, canned, pizza",54.0,8.66,1.2,2.18,0,Wednesday
"Turkey, raw, with added solution, meat only, from whole bird, thigh",115.0,0.15,4.1,19.27,0,Wednesday
"Chicken, roasted, cooked, meat only, back, broilers or fryers",239.0,0.0,13.0,28.19,1,Wednesday
"Desserts, dry mix, chocolate, rennin",363.0,91.5,3.3,2.4,1,Wednesday
"Beverages, prepared with whole milk, powder, Strawberry-flavor beverage mix",88.0,12.3,3.1,3.0,0,Wednesday
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",172.0,0.0,7.1,27.02,0,Wednesday
"KEEBLER, Butter Flavored Cookies, E.L. FUDGE",482.0,70.0,21.0,5.5,2,Wednesday
"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, steak, top round, round",185.0,0.0,5.5,31.82,0,Wednesday
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, loin, domestic",316.0,0.0,23.0,25.17,1,Wednesday
"Cloudberries, raw (Alaska Native)",51.0,8.6,0.8,2.4,0,Wednesday
"Lamb, braised, cooked, separable lean and fat, whole (arm and blade), shoulder, frozen, imported, New Zealand",357.0,0.0,26.0,28.21,1,Wednesday
"Luncheon meat, canned, pork",334.0,2.1,30.0,12.5,1,Wednesday
"CAMPBELL'S Red and White, condensed, Chicken Broth",16.0,0.81,0.8,0.81,0,Wednesday
"Sorghum flour, unenriched, refined",357.0,76.85,1.2,9.53,1,Wednesday
"Cereals ready-to-eat, NATURE VALLEY LOW FAT FRUIT GRANOLA, GENERAL MILLS",381.0,79.4,4.7,7.9,1,Wednesday
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, arm pot roast, chuck",139.0,0.0,5.1,21.96,0,Wednesday
"LEAN POCKETS, Ham N Cheddar",230.0,32.52,6.5,10.28,1,Wednesday
"Babyfood, dry fortified, rice, cereal",390.0,83.14,2.2,6.65,1,Wednesday
"Quail, raw, meat only",134.0,0.0,4.5,21.76,0,Wednesday
"Carrot juice, canned",40.0,9.28,0.2,0.95,0,Wednesday
"Chicken, original seasoning, rotisserie, cooked, meat only, back, broilers or fryers",205.0,0.0,12.0,25.34,1,Wednesday
"Babyfood, junior, beef noodle, dinner",57.0,7.3,1.9,2.5,0,Wednesday
"Candies, white chocolate",539.0,59.24,32.0,5.87,2,Wednesday
"Babyfood, strained, applesauce and cherries, fruit",51.0,14.1,0.0,0.0,0,Wednesday
"CAMPBELL'S CHUNKY Soups, Savory Vegetable Soup",44.0,8.98,0.4,1.22,0,Wednesday
"KEEBLER, Holiday, Almond Crescents Cookies",482.0,70.1,21.0,5.1,2,Wednesday
"Shortening frying (heavy duty), beef tallow and cottonseed",900.0,0.0,100.0,0.0,2,Wednesday
"CAMPBELL'S, condensed, Cheddar Cheese Soup",84.0,11.44,3.9,0.8,0,Wednesday
"Squash, with salt, baked, hubbard, winter",50.0,10.81,0.6,2.48,0,Wednesday
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, blade, shoulder, domestic",281.0,0.0,21.0,22.25,1,Wednesday
"KELLOGG'S, Brown Sugar, Waffles, Thick & Fluffy, EGGO",307.0,44.5,12.0,5.8,1,Wednesday
"Milk, without added vitamin A and vitamin D, 2% milkfat, fluid, reduced fat",50.0,4.8,2.0,3.3,0,Wednesday
"Fungi, dried, Cloud ears",284.0,73.01,0.7,9.25,1,Wednesday
"Oil, babassu",884.0,0.0,100.0,0.0,2,Wednesday
"Fish, raw (Alaska Native), Chum, Salmon",116.0,0.0,3.7,20.69,0,Wednesday
"Beef, raw, prime, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib",335.0,0.0,29.0,16.74,1,Wednesday
"Snacks, mixed flavors, CLIF BAR",346.0,65.44,5.9,14.71,1,Wednesday
"Beef, raw, separable lean and fat, striploin, imported, New Zealand",252.0,0.6,20.0,18.49,1,Wednesday
"Rice, Chinese restaurant, steamed, white",151.0,33.88,0.3,3.2,0,Wednesday
"KEEBLER, Fudge Sticks, FUDGE SHOPPE",529.0,68.8,27.0,2.6,2,Wednesday
"Cereals, without salt, cooked with water, enriched, regular and quick, yellow, corn grits",65.0,13.86,0.4,1.23,0,Wednesday
"Succotash, solids and liquids, with whole kernel corn, canned, (corn and limas)",63.0,13.98,0.5,2.6,0,Wednesday
"Fast foods, mashed, potato",89.0,14.65,2.8,1.65,0,Wednesday
"Frostings, prepared with butter, dry mix, creamy, chocolate",408.0,71.8,13.0,1.11,1,Wednesday
"Gravy, savory beef, HEINZ Home Style",39.0,6.24,1.1,1.09,0,Wednesday
"Stew, dumpling with mutton (Navajo)",101.0,8.03,3.8,8.71,0,Wednesday
"Margarine, soybean (hydrogenated), hard, regular",719.0,0.9,81.0,0.9,2,Wednesday
"Fast foods, caramel, sundae",196.0,31.81,6.0,4.71,0,Wednesday
"Oil, cold pressed, flaxseed",884.0,0.0,100.0,0.11,2,Wednesday
"Peanuts, without salt, oil-roasted, all types",599.0,15.26,53.0,28.03,2,Wednesday
"Cereals ready-to-eat, Honey KIX, GENERAL MILLS",364.0,83.0,3.9,6.4,1,Wednesday
"KFC, meat and skin with breading, Breast, ORIGINAL RECIPE, Fried Chicken",231.0,6.28,13.0,21.94,1,Wednesday
"Bagels, with calcium propionate (includes onion, poppy, sesame), unenriched, plain",275.0,53.4,1.6,10.5,1,Wednesday
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, steak, top loin, short loin",177.0,0.0,5.7,29.44,0,Wednesday
"Mollusks, moist heat, cooked, Pacific, oyster",163.0,9.9,4.6,18.9,0,Wednesday
"Nuts, with salt added, oil roasted, pecans",715.0,13.01,75.0,9.2,2,Wednesday
"Agave, dried (Southwest)",341.0,81.98,0.7,1.71,1,Wednesday
"Seeds, without salt, roasted, whole, pumpkin and squash seeds",446.0,53.75,19.0,18.55,2,Wednesday
"Nutritional supplement for people with diabetes, liquid",88.0,11.88,3.1,4.4,0,Wednesday
"Bread, toasted, wheat",313.0,55.77,4.3,12.96,1,Wednesday
"Mustard greens, with salt, drained, boiled, cooked, frozen",19.0,3.11,0.3,2.27,0,Wednesday
"Vitasoy USA, Vitasoy Organic Classic Original Soymilk",47.0,4.5,1.8,3.2,0,Wednesday
"Soup, ready-to-serve, canned, chunky vegetable",39.0,7.9,0.4,1.14,0,Wednesday
"Fish, raw, florida, pompano",164.0,0.0,9.5,18.48,0,Wednesday
"Beef, cooked, breakfast strips, cured",449.0,1.4,34.0,31.3,2,Wednesday
"Pork, roasted, extra lean and regular, low sodium, boneless, ham, cured",165.0,0.5,7.7,22.0,0,Wednesday
"Fast foods, oven roasted chicken on white bread with lettuce and tomato, submarine sandwich",157.0,21.35,3.2,10.84,0,Wednesday
"Infant formula, with ARA and DHA, ready-to-feed, SIMILAC NEOSURE, ABBOTT NUTRITION",69.0,6.94,3.8,1.92,0,Wednesday
"MORNINGSTAR FARMS Buffalo Wings, unprepared, frozen",232.0,22.6,11.0,14.1,1,Wednesday
"Pork, pan-broil, heated, separable lean only, bone-in, slice, ham -- water added, cured",131.0,1.48,4.3,22.04,0,Wednesday
"Margarine-like, with salt, tub, reduced calorie, vegetable oil-butter spread",450.0,1.0,50.0,1.0,2,Wednesday
"Guava sauce, cooked",36.0,9.48,0.1,0.32,0,Wednesday
"Toaster Pastries, Frosted raspberry, KELLOGG'S POP TARTS, KELLOGG",399.0,71.62,11.0,4.2,1,Wednesday
"Soup, condensed, canned, bean with pork",129.0,16.97,4.4,5.88,0,Wednesday
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, steak, top sirloin",214.0,0.0,14.0,19.92,1,Wednesday
"Babyfood, strained, vegetables and ham, dinner",59.0,7.8,2.1,2.19,0,Wednesday
"Chicken, raw, meat only, light meat, roasting",109.0,0.0,1.6,22.2,0,Wednesday
"Beef, raw, prime, trimmed to 1/8"" fat, separable lean and fat, steak, top loin, short loin",281.0,0.0,22.0,19.0,1,Wednesday
"Snacks, potato sticks",522.0,53.3,34.0,6.7,2,Wednesday
"Fat, beef tallow",902.0,0.0,100.0,0.0,2,Wednesday
"Cereals, dry, apples and cinnamon, Instant Oatmeal, QUAKER",366.0,76.74,4.6,8.62,1,Wednesday
"MORNINGSTAR FARMS Chik'n Nuggets, unprepared, frozen",221.0,21.8,10.0,14.4,1,Wednesday
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",276.0,0.0,20.0,22.51,1,Wednesday
"Cereals ready-to-eat, Oat Flakes & Blueberry Clusters, HEART TO HEART, KASHI",376.0,80.3,3.8,10.39,1,Wednesday
"Beef, braised, cooked, spleen, variety meats and by-products",145.0,0.0,4.2,25.1,0,Wednesday
"Wheat, soft red winter",331.0,74.24,1.6,10.35,1,Wednesday
